Numer                                       wpisu;Imiê i nazwisko lub nazwa inwestora;Data wpisu;Adres;Rodzaj;opis;typ;Data wniosku;Nr               wniosku;Nr               decyzji;Data decyzji;Rok wniosku;Miesi¹c wniosku;data;Czas rozpatrzenia
2945;;2012-11-02;Arachidowa  ;bud.o dwóch mieszkaniach;budowa zespo³u 20 budynków mieszkalnych jednorodzinnych dwulokalowych w zabudowie szeregowej;nowe;2012-08-31;30284/12;gru-34;2012-11-02;2012;8;2012-08-01;46
2975;;2012-11-05;Lutyñska;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych w zabudowie bli¿niaczej;nowe;2012-10-22;36159/12;gru-83;2012-11-05;2012;10;2012-10-01;11
2987;;2012-11-07;Wagnera Ryszarda 10;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego;nowe;2012-09-21;32708/12;gru-18;2012-11-07;2012;9;2012-09-01;34
3006;;2012-11-08;Olkuska 7 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-08-27;29451/12;gru-47;2012-11-08;2012;8;2012-08-01;54
3014;;2012-11-08;Graniczna 89 ;bud.gara¿y;budowa parkingu samochodowego,portierni i gara¿u dwustanowiskowego;nowe;2012-09-21;32679/12;gru-61;2012-11-08;2012;9;2012-09-01;35
3020;;2012-11-09;Radomska 2A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-10-08;34504/12;gru-75;2012-11-09;2012;10;2012-10-01;25
3022;;2012-11-09;Mieroszowska;bud.mieszkalne jednorodzinne;budowa osiedla budynków jednorodzinnych;nowe;2012-09-04;30599/12;gru-82;2012-11-09;2012;9;2012-09-01;49
3026;;2012-11-09;Witkowska 34A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-10-10;34779/12;gru-91;2012-11-09;2012;10;2012-10-01;23
3030;;2012-11-12;Radomska 33A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2012-10-11;34908/12;gru-95;2012-11-12;2012;10;2012-10-01;23
3032;;2012-11-12;Stab³owicka 109C ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2012-09-19;32355/12;gru-98;2012-11-12;2012;9;2012-09-01;39
3048;;2012-11-13;Spo³eczna 19 ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego;nowe;2012-08-24;29415/12;gru-26;2012-11-13;2012;8;2012-08-01;58
3050;;2012-11-13;Dró¿nicza 48C ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2012-09-28;33499/12;gru-28;2012-11-13;2012;9;2012-09-01;33
3066;;2012-11-14;Ksiêcia Witolda 80 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z gara¿em wielostanowiskowym oraz lokalem us³ugowym;nowe;2012-08-27;29582/12;gru-68;2012-11-14;2012;8;2012-08-01;58
3067;;2012-11-14;Wa³brzyska 1-3 ;bud.o trzech i wiêcej mieszkaniach;budowa budynków mieszkalnych;nowe;2012-08-16;28392/12;gru-71;2012-11-14;2012;8;2012-08-01;65
3069;;2012-11-14;Zaj¹czkowska 43 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2012-07-30;26199/12;gru-73;2012-11-14;2012;7;2012-07-01;78
3085;;2012-11-15;Belgijska 23-31 ;bud.mieszkalne jednorodzinne;budowa budynków jednorodzinnych;nowe;2012-09-14;31868/12;gru-97;2012-11-15;2012;9;2012-09-01;45
3127;;2012-11-21;Maleczyñskich Ewy iKarola 6 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-09-24;32784/12;gru-80;2012-11-21;2012;9;2012-09-01;43
3130;;2012-11-21;Skarbowców;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u oœmiu willi wielorodzinnych z gara¿ami podziemnymi;nowe;2012-08-31;30141/12;gru-83;2012-11-21;2012;8;2012-08-01;59
3139;;2012-11-21;£ukowa 11 ;bud.mieszkalne jednorodzinne;budowa zjazdu wraz z dojazdem do istniej¹cych gara¿y;nowe;2012-10-05;34181/12;gru-96;2012-11-21;2012;10;2012-10-01;34
3140;;2012-11-22;Steinhausa Hugona 2 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-09-17;31935/12;gru-99;2012-11-22;2012;9;2012-09-01;49
3174;;2012-11-26;Postêpowa 7 ;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych w zabudowie bli¿niaczej;nowe;2012-10-05;34268/12;gru-65;2012-11-26;2012;10;2012-10-01;37
3175;;2012-11-26;Œwie¿a 24A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2012-10-10;34715/12;gru-66;2012-11-26;2012;10;2012-10-01;34
3202;;2012-11-28;Daliowa;bud.mieszkalne jednorodzinne;budowa zespo³u budynkow mieszkalnych jednorodzinnych;nowe;2012-10-19;36023/12;gru-11;2012-11-28;2012;10;2012-10-01;29
3222;;2012-11-29;P³u¿na;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2012-10-22;36184/12;gru-51;2012-11-29;2012;10;2012-10-01;29
3224;;2012-11-30;Brochów,AM-21,dz.nr 35/11,35/6;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-10-16;35414/12;gru-58;2012-11-30;2012;10;2012-10-01;34
3227;;2012-11-30;Brochów,AM-21,dz.nr 35/10,35/6;bud.mieszkalne jednorodzinne;budnek jednorodzinny;nowe;2012-10-16;35415/12;gru-63;2012-11-30;2012;10;2012-10-01;34
3238;;2012-11-30;Do¿ynkowa 11C ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-09-17;31923/12;gru-83;2012-11-30;2012;9;2012-09-01;55
3240;;2012-12-03;B³awatna 11A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego wraz z gara¿em wolnostoj¹cym;nowe;2012-09-25;32989/12;gru-87;2012-12-03;2012;9;2012-09-01;50
3262;;2012-12-05;Prochowicka 20;bud.o dwóch mieszkaniach;budowa zespo³u 4 budynków jednorodzinnych;nowe;2012-09-20;32610/12;gru-41;2012-12-05;2012;9;2012-09-01;55
3264;;2012-12-05;P³u¿na;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych;nowe;2012-09-21;32647/12;gru-43;2012-12-05;2012;9;2012-09-01;54
3287;;2012-12-07;Przebiœniegowa;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-10-31;37318/12;gru-93;2012-12-07;2012;10;2012-10-01;28
3290;;2012-12-07;O³taszyñska 95 ;bud.mieszkalne jednorodzinne;dokoñczeñczenie budowy-budowa budynku mieszkalnego w zabudowie bli¿niaczej;nowe;2012-06-13;20114/12;gru-98;2012-12-07;2012;6;2012-06-01;128
3380;;2012-12-13;Cukiernicza 8;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-09-12;31523/12;gru-44;2012-12-13;2012;9;2012-09-01;67
3385;;2012-12-14;Grottgera Artura 24;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-11-23;39971/12;gru-55;2012-12-14;2012;11;2012-11-01;16
3409;;2012-12-17;Stab³owicka;bud.o trzech i wiêcej mieszkaniach;budowa budynków mieszkalnych wielorodzinnych;nowe;2012-11-30;40992/12;gru-01;2012-12-17;2012;11;2012-11-01;12
3422;;2012-12-18;Liliowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-10-19;35978/12;gru-24;2012-12-18;2012;10;2012-10-01;43
3428;;2012-12-18;£ukowa 15 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-09-27;33214/12;gru-35;2012-12-18;2012;9;2012-09-01;59
3447;;2012-12-19;PrzyjaŸni;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych wielorodzinnych z us³ugami;nowe;2012-09-26;33157/12;gru-67;2012-12-19;2012;9;2012-09-01;61
3463;;2012-12-20;Nadolicka7 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego;nowe;2012-11-26;40206/12;gru-97;2012-12-20;2012;11;2012-11-01;19
3465;;2012-12-20;Goetla Walerego 11;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-08-24;29411/12;gru-01;2012-12-20;2012;8;2012-08-01;85
3482;;2012-12-28;Lewa 2;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego z funkcj¹ us³ugow¹;nowe;2012-10-15;35362/12;gru-43;2012-12-28;2012;10;2012-10-01;55
22;;;Zbo¿owa 10 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-11-16;39088/12;40/13;2013-01-04;2012;11;2012-11-01;36
27;;;Starobielawska 53A ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego;nowe;2012-09-28;33515/12;54/13;2013-01-04;2012;9;2012-09-01;71
28;;;Grawerska 84 ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednirodzinny z gara¿em.;nowe;2012-10-31;37365/12;55/13;2013-01-04;2012;10;2012-10-01;48
40;;;Jagodno,AM-2,dz. 30/1;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-11-05;37601/12;87/13;2013-01-08;2012;11;2012-11-01;47
41;;;Gdacjusza Adama 24 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-10-18;35755/12;88/13;2013-01-08;2012;10;2012-10-01;59
61;;;Wieruszowska 24 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-11-06;37900/12;128/13;2013-01-08;2012;11;2012-11-01;46
70;;;Leszczynowa 8-18 ;bud.o dwóch mieszkaniach;budowa zespo³u budynków jednorodzinnych;nowe;2012-11-12;38487/12;149/13;2013-01-09;2012;11;2012-11-01;43
98;;;Wystawowa 1 ;bud.gara¿y;budowa parkingu podziemnego z czêœcia naziemna w halii stulecia;nowe;2012-10-19;36009/12;227/13;2013-01-14;2012;10;2012-10-01;62
132;;;Kielecka 16F ;bud.mieszkalne jednorodzinne;budynek wielorodzinny;nowe;2012-11-06;37895/12;308/13;2013-01-17;2012;11;2012-11-01;53
137;;;Czêstochowska 12 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-11-13;38588/12;314/13;2013-01-18;2012;11;2012-11-01;49
148;;;Kowalska ;bud.mieszkalne jednorodzinne;realizacja budynku mieszkalnego;nowe;2012-10-04;33999/12;330/13;2013-01-18;2012;10;2012-10-01;77
173;;;Sieroszowicka ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-11-16;39192/12;390/13;2013-01-23;2012;11;2012-11-01;49
202;;;Rajska 13 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-12-05;41379/12;448/13;2013-01-29;2012;12;2012-12-01;40
206;;;Deszczowa 27-29;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego z krytym basenem i gara¿em;nowe;2013-01-11;900/13;460/13;2013-01-30;2013;1;2013-01-01;14
208;;;Australijska 36A ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-01-04;259/13;462/13;2013-01-30;2013;1;2013-01-01;19
212;;;Rostafiñskiego Józefa 9;bud.o trzech i wiêcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku wielorodzinnym;nowe;2012-10-30;37217/12;468/13;2013-01-30;2012;10;2012-10-01;67
215;;;Samotna 13 ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2012-11-28;40416/12;475/13;2013-01-30;2012;11;2012-11-01;46
230;;;Rydza-Œmig³ego Edwarda Marsza³ka;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-12-06;41495/12;503/13;2013-02-01;2012;12;2012-12-01;42
237;;;W³oœciañska 6;bud.mieszkalne jednorodzinne;budowa domu mieszkalnego jednorodzinnego z niezbêdn¹ infrastruktur¹ techniczn¹(bez przy³¹czy);nowe;2012-11-28;40532/12;516/13;2013-02-01;2012;11;2012-11-01;48
247;;;Z³otej Lilii;bud.mieszkalne jednorodzinne;budowa wolnostojacego budynku mieszkalnego;nowe;2012-11-29;40604/12;529/13;2013-02-04;2012;11;2012-11-01;48
248;;;Przesiecka 9A ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-11-19;39381/12;533/13;2013-02-04;2012;11;2012-11-01;56
249;;;Wieruszowska 20 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-11-27;40294/12;534/13;2013-02-04;2012;11;2012-11-01;50
254;;;Halskiej Haliny;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-10-05;34164/12;546/13;2013-02-05;2012;10;2012-10-01;88
263;;;Kamiennogórska 73A ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-12-31;43983/12;566/13;2013-02-06;2012;12;2012-12-01;28
273;;;Sienkiewicza Henryka 28/30 ;bud.o trzech i wiêcej mieszkaniach;zespó³ zabudowy mieszkaniowej wielorodzinnej z uslugami i gara¿em podziemnym;nowe;2013-01-17;1455/13;592/13;2013-02-08;2013;1;2013-01-01;17
274;;;Grota-Roweckiego Stefana Gen.;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków wielorodzinnych;nowe;2012-10-24;36480/12;594/13;2013-02-08;2012;10;2012-10-01;78
296;;;Kamieñskiego Henryka Micha³a;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych wielorodzinnych z gara¿ami podziemnymi;nowe;2012-12-19;43116/12;634/13;2013-02-12;2012;12;2012-12-01;40
304;;;Tybetañska 3 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2012-12-20;43319/12;657/13;2013-02-13;2012;12;2012-12-01;40
346;;;Hubska 80 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z us³ugami i gara¿em w parterze i czêœci podziemnej;nowe;2013-01-31;2961/13;733/13;2013-02-18;2013;1;2013-01-01;13
372;;;¯ywiecka 18B ;bud.mieszkalne jednorodzinne;budynek mieszklany jednorodzinny;nowe;2012-12-31;43905/12;797/13;2013-02-21;2012;12;2012-12-01;39
376;;;Osiedlowa;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkalnychjednorodzinnych;nowe;2012-12-27;43615/12;804/13;2013-02-22;2012;12;2012-12-01;42
395;;;Ksiêgarska 16 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-12-21;43348/12;842/13;2013-02-25;2012;12;2012-12-01;47
398;;;Nikliborca Jana 1 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wolno stoj¹cego;nowe;2013-01-09;746/13;847/13;2013-02-26;2013;1;2013-01-01;35
435;;;Lubi¹ska 5;bud.mieszkalne jednorodzinne;budowa 5 budynków mieszkalnych jednorodzinnych w zabudowie szeregowej;nowe;2013-01-03;108/13;920/13;2013-03-01;2013;1;2013-01-01;42
441;;;Stab³owicka;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych wielorodzinnych;nowe;2012-12-27;43613/12;931/13;2013-03-01;2012;12;2012-12-01;47
452;;;Czerwonych Maków;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wraz z przy³¹czem energetycznym;nowe;2013-02-22;5300/13;948/13;2013-03-04;2013;2;2013-02-01;7
472;;;Kunickiego Stanis³awa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-12-19;43144/12;988/13;2013-03-06;2012;12;2012-12-01;56
479;;;Brochów, AM-24;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2012-12-13;42484/12;999/13;2013-03-06;2012;12;2012-12-01;60
480;;;Brodzka 193A;bud.mieszkalne jednorodzinne;budowa budynku miezkalnego jednorodzinnego;nowe;2013-02-05;3343/13;1002/13;2013-03-06;2013;2;2013-02-01;22
508;;;Wojska Polskiego;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-01-21;1915/13;1069/13;2013-03-11;2013;1;2013-01-01;36
543;;;Krzy¿owska 4 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie wolnostoj¹cej;nowe;2013-01-03;180/13;1161/13;2013-03-15;2013;1;2013-01-01;52
575;;;We³niana 70 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego;nowe;2012-12-19;43176/12;1256/13;2013-03-20;2012;12;2012-12-01;66
577;;;Dolnobrzeska;bud.o trzech i wiêcej mieszkaniach;zabudowa mieszkaniowa wielorodzinna wraz z zagospodarowaniem terenu;nowe;2012-12-21;43380/12;1262/13;2013-03-21;2012;12;2012-12-01;65
591;;;Chrzanowskiego Ignacego 110;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2013-01-15;1202/13;1279/13;2013-03-22;2013;1;2013-01-01;49
611;;;Leœnica, AM-3;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-01-25;2430/13;1325/13;2013-03-25;2013;1;2013-01-01;42
616;;;Cegielskiego Hipolita 6;bud.mieszkalne jednorodzinne;budowa budynku miszkalnego jednorodzinnego;nowe;2013-02-26;5709/13;1336/13;2013-03-26;2013;2;2013-02-01;21
617;;;Sudecka 149A ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-03-01;6160/13;1338/13;2013-03-26;2013;3;2013-03-01;18
621;;;Widawa, AM-20;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych;nowe;2013-01-14;1179/13;1344/13;2013-03-27;2013;1;2013-01-01;53
638;;;Belgradzka 29;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego ze zjazdem z drogi publicznej;nowe;2012-12-31;43902/12;1381/13;2013-03-28;2012;12;2012-12-01;64
641;;;Gardy Jerzego;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-02-01;3082/13;1387/13;2013-03-28;2013;2;2013-02-01;40
643;;;Harcerska ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2012-12-18;42982/12;1392/13;2013-03-28;2012;12;2012-12-01;73
655;;;Polanowicka  66 ;bud.gospodarstw rolnych;budowa budynku gospodarczo-magazynowego z gara¿em na maszyny rolnicze;nowe;2013-02-05;3402/13;1422/13;2013-04-03;2013;2;2013-02-01;42
677;;;Wyzwolenia Plac 1 ;bud.o trzech i wiêcej mieszkaniach;budynek wielorodzinny;nowe;2013-03-15;7817/13;1466/13;2013-04-05;2013;3;2013-03-01;16
690;;;Wyspiañskiego Stan.Wyb.  11-12 ;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny wielorodzinny z uz³ugami w parterze,garazem podziemnym;nowe;2013-01-11;1036/13;1487/13;2013-04-05;2013;1;2013-01-01;61
698;;;Tulipanowa  ;bud.o dwóch mieszkaniach;budowa 2 budynków jednorodzinnych;nowe;2013-02-08;3753/13;1502/13;2013-04-08;2013;2;2013-02-01;42
703;;;Osiniecka  ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2013-01-31;2876/13;1512/13;2013-04-08;2013;1;2013-01-01;48
716;;;Halskiej Haliny  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-01-17;1554/13;1531/13;2013-04-09;2013;1;2013-01-01;59
726;;;Junacka  2A ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-03-08;6861/13;1551/13;2013-04-10;2013;3;2013-03-01;24
731;;;Granitowa 1 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2013-01-30;2829/13;1562/13;2013-04-10;2013;1;2013-01-01;51
732;;;Pakos³awska 4 ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny z wbudowanym gara¿em, zagospodarowaniem terenu o infrastruktur¹ techniczn¹;nowe;2013-02-11;4045/13;1566/13;2013-04-10;2013;2;2013-02-01;43
735;;;Wiñska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-02-08;3846/13;1594/13;2013-04-11;2013;2;2013-02-01;45
738;;;Jerzmanowska  10 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-02-27;5734/13;1599/13;2013-04-11;2013;2;2013-02-01;32
742;;;Orkana W³adys³awa  21 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-01-22;1981/13;1611/13;2013-04-12;2013;1;2013-01-01;59
749;;;Brodnicka  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-02-04;3254/13;1620/13;2013-04-12;2013;2;2013-02-01;50
758;;;Wilkszyñska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2013-02-13;4305/13;1644/13;2013-04-15;2013;2;2013-02-01;44
759;;;Raszowska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-02-11;4012/13;1645/13;2013-04-15;2013;2;2013-02-01;46
765;;;Do¿ynkowa 11B ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-03-06;6689/13;1660/13;2013-04-16;2013;3;2013-03-01;30
769;;;Rzepakowa  ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego;nowe;2013-02-11;4009/13;1670/13;2013-04-16;2013;2;2013-02-01;47
774;;;Wilkszyñska  ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego w zabudowie wolnostojacej;nowe;2013-02-28;5925/13;1679/13;2013-04-16;2013;2;2013-02-01;34
811;;;Fryzjerska 21A ;bud.mieszkalne jednorodzinne;budowa szeœciu budynków mieszkalnych jednorodzinnych;nowe;2013-03-05;6505/13;1759/13;2013-04-19;2013;3;2013-03-01;34
813;;;Sienna 6 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-02-25;5462/13;1762/13;2013-04-19;2013;2;2013-02-01;40
836;;;Wieruszowska 8 ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego z instalacjami podziemnymi i przy³aczem wodociagowym;nowe;2013-02-21;5239/13;1810/13;2013-04-23;2013;2;2013-02-01;44
842;;;¯elazna  27;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2013-02-20;5025/13;1821/13;2013-04-23;2013;2;2013-02-01;45
850;;;Wereszyckiego Henryka  28 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego;nowe;2013-04-05;10048/13;1840/13;2013-04-24;2013;4;2013-04-01;14
855;;;Krotoszyñska  65 ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego dwulokalowego;nowe;2013-02-19;4918/13;1846/13;2013-04-24;2013;2;2013-02-01;47
857;;;Wereszyckiego Henryka  30 ;bud.o dwóch mieszkaniach;budowa jednorodzinnego budynku mieszkalnego dwulokalowego;nowe;2013-04-05;10047/13;1848/13;2013-04-24;2013;4;2013-04-01;14
867;;;Zag³êbiowska 6 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2013-03-15;7795/13;1864/13;2013-04-25;2013;3;2013-03-01;30
868;;;Ananasowa6 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie bli¿niaczej;nowe;2013-03-11;7024/13;1866/13;2013-04-25;2013;3;2013-03-01;34
874;;;Czerwonych Maków8 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodznnego;nowe;2013-01-30;2738/13;1876/13;2013-04-25;2013;1;2013-01-01;62
887;;;Osadnicza  13;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wraz z gara¿em dwustanowiskowym;nowe;2013-03-04;6280/13;1898/13;2013-04-26;2013;3;2013-03-01;40
896;;;Sienkiewicza Henryka 6 ;bud.o trzech i wiêcej mieszkaniach;przebudowa istniej¹cego budynku biurowo-produkcyjnego - rozbiórka jego czêœci oraz budowa budynku mieszkalnego wielorodzinnego z us³ugami i parkingiem podziemnm;nowe;2013-01-31;3008/13;1907/13;2013-04-26;2013;1;2013-01-01;62
905;;;Grodzieñska 6B,C,D ;bud.mieszkalne jednorodzinne;budowa  budynku jednorodzinnego;nowe;2013-01-24;2263/13;1930/13;2013-04-29;2013;1;2013-01-01;68
908;;;Polanowicka  7B ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wolno stoj¹cego;nowe;2013-02-05;3344/13;1936/13;2013-04-29;2013;2;2013-02-01;60
941;;;Sarnia 5 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-03-25;8830/13;2006/13;2013-05-07;2013;3;2013-03-01;32
942;;;Pakos³awska 8 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-04-16;11318/13;2007/13;2013-05-07;2013;4;2013-04-01;16
952;;;Zagony  34 ;bud.o trzech i wiêcej mieszkaniach;budynek wielorodzinny z gara¿em podziemnym;nowe;2013-04-15;11162/13;2027/13;2013-05-08;2013;4;2013-04-01;18
971;;;So³tysowicka  49 ;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych;nowe;2013-02-18;4777/13;2075/13;2013-05-10;2013;2;2013-02-01;60
977;;;Byczyñska  2C ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-03-07;6791/13;2083/13;2013-05-10;2013;3;2013-03-01;47
982;;;Jutrzenki  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-03-18;8028/13;2090/13;2013-05-10;2013;3;2013-03-01;40
985;;;Ruciana  18 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego z gara¿em;nowe;2013-03-07;6706/13;2098/13;2013-05-10;2013;3;2013-03-01;47
986;;;Marszowicka  ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego w zabudowie wolnostoj.;nowe;2013-04-10;10701/13;2100/13;2013-05-10;2013;4;2013-04-01;23
1010;;;So³tysowicka 65A ;bud.gara¿y;budowa gara¿u dwustanowiskowego;nowe;2013-03-21;8517/13;2159/13;2013-05-15;2013;3;2013-03-01;40
1011;;;Starodêbowa  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-03-04;6270/13;2160/13;2013-05-15;2013;3;2013-03-01;53
1013;;;Stra¿acka  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-03-11;7182/13;2172/13;2013-05-15;2013;3;2013-03-01;48
1035;;;Zbo¿owa  18 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-03-25;8705/13;2211/13;2013-05-17;2013;3;2013-03-01;40
